,log,auto log,log linear,linear,median,mean,sqrt(n)
0,0.0,,1.0015376930979567,0.0,0.6931471805599455,1,
1,,,0.5762367253341627,,0.5203937033526297,1,
2,1.1478758498572788,1.1478758498572788,2.2286007365611,0.7195325360096259,1.1478760649740658,2,
